@RELATION "dataset ONOS"

@ATTRIBUTE Src-Port NUMERIC
@ATTRIBUTE Dst-Port NUMERIC
@ATTRIBUTE Total-Len-Fwd-Pkts NUMERIC
@ATTRIBUTE Total-Len-Bwd-Pkts NUMERIC
@ATTRIBUTE Fwd-Pkt-Len-Min NUMERIC
@ATTRIBUTE Pkt-Len-Mean NUMERIC
@ATTRIBUTE Flow-IAT-Min NUMERIC
@ATTRIBUTE Fwd-IAT-Min NUMERIC
@ATTRIBUTE Bwd-IAT-Mean NUMERIC
@ATTRIBUTE Fwd-PSH-Flags NUMERIC
@ATTRIBUTE PSH-Flag-Cnt NUMERIC
@ATTRIBUTE ACK-Flag-Cnt NUMERIC
@ATTRIBUTE Label {0, 1}

@DATA
44984,1165,60,40,60,50,0,0,0,0,0,1,1
38876,6580,60,40,60,50,0,0,0,0,0,1,1
56852,49160,60,40,60,50,0,0,0,0,0,1,1
44052,3260,60,40,60,50,0,0,0,0,0,1,1
54684,555,60,40,60,50,0,0,0,0,0,1,1
57424,425,60,40,60,50,0,0,0,0,0,1,1
43688,3370,60,40,60,50,0,0,0,0,0,1,1
46728,2222,60,40,60,50,0,0,0,0,0,1,1
36482,19780,60,40,60,50,0,0,0,0,0,1,1
39834,5811,60,40,60,50,0,0,0,0,0,1,1
44896,1050,60,40,60,50,0,0,0,0,0,1,1
42486,1175,60,40,60,50,0,0,0,0,0,1,1
45592,3689,60,40,60,50,0,0,0,0,0,1,1
45274,32774,60,40,60,50,0,0,0,0,0,1,1
54372,11111,60,40,60,50,0,0,0,0,0,1,1
43142,3211,60,40,60,50,0,0,0,0,0,1,1
37686,1084,60,40,60,50,0,0,0,0,0,1,1
59500,8222,60,40,60,50,0,0,0,0,0,1,1
48806,5190,60,40,60,50,0,0,0,0,0,1,1
44042,8087,60,40,60,50,0,0,0,0,0,1,1
52282,3945,60,40,60,50,0,0,0,0,0,1,1
58618,6006,60,40,60,50,0,0,0,0,0,1,1
53550,6789,60,40,60,50,0,0,0,0,0,1,1
47804,6009,60,40,60,50,0,0,0,0,0,1,1
49194,2967,60,40,60,50,0,0,0,0,0,1,1
49974,9111,60,40,60,50,0,0,0,0,0,1,1
57102,17877,60,40,60,50,0,0,0,0,0,1,1
38498,1049,60,40,60,50,0,0,0,0,0,1,1
45698,7435,60,40,60,50,0,0,0,0,0,1,1
37114,1163,60,40,60,50,0,0,0,0,0,1,1
41924,5907,60,40,60,50,0,0,0,0,0,1,1
36504,2033,60,40,60,50,0,0,0,0,0,1,1
33718,8333,60,40,60,50,0,0,0,0,0,1,1
48826,1434,60,40,60,50,0,0,0,0,0,1,1
46940,5902,60,40,60,50,0,0,0,0,0,1,1
49380,1077,60,40,60,50,0,0,0,0,0,1,1
37372,5950,60,40,60,50,0,0,0,0,0,1,1
37350,1078,60,40,60,50,0,0,0,0,0,1,1
33374,6666,60,40,60,50,0,0,0,0,0,1,1
60986,720,60,40,60,50,0,0,0,0,0,1,1
54438,1717,60,40,60,50,0,0,0,0,0,1,1
48084,1009,60,40,60,50,0,0,0,0,0,1,1
39442,4004,60,40,60,50,0,0,0,0,0,1,1
50814,3128,60,40,60,50,0,0,0,0,0,1,1
47444,49156,60,40,60,50,0,0,0,0,0,1,1
33408,5903,60,40,60,50,0,0,0,0,0,1,1
38802,50800,60,40,60,50,0,0,0,0,0,1,1
43836,808,60,40,60,50,0,0,0,0,0,1,1
51238,49157,60,40,60,50,0,0,0,0,0,1,1
51528,8008,60,40,60,50,0,0,0,0,0,1,1
39970,301,60,40,60,50,0,0,0,0,0,1,1
34370,32768,60,40,60,50,0,0,0,0,0,1,1
45858,179,60,40,60,50,0,0,0,0,0,1,1
60164,50000,60,40,60,50,0,0,0,0,0,1,1
49172,4444,60,40,60,50,0,0,0,0,0,1,1
32786,720,60,40,60,50,0,0,0,0,0,1,1
54470,1717,60,40,60,50,0,0,0,0,0,1,1
48116,1009,60,40,60,50,0,0,0,0,0,1,1
39474,4004,60,40,60,50,0,0,0,0,0,1,1
50846,3128,60,40,60,50,0,0,0,0,0,1,1
47476,49156,60,40,60,50,0,0,0,0,0,1,1
33440,5903,60,40,60,50,0,0,0,0,0,1,1
38834,50800,60,40,60,50,0,0,0,0,0,1,1
43868,808,60,40,60,50,0,0,0,0,0,1,1
51270,49157,60,40,60,50,0,0,0,0,0,1,1
51560,8008,60,40,60,50,0,0,0,0,0,1,1
40002,301,60,40,60,50,0,0,0,0,0,1,1
34402,32768,60,40,60,50,0,0,0,0,0,1,1
45890,179,60,40,60,50,0,0,0,0,0,1,1
60196,50000,60,40,60,50,0,0,0,0,0,1,1
49204,4444,60,40,60,50,0,0,0,0,0,1,1
32818,720,60,40,60,50,0,0,0,0,0,1,1
54502,1717,60,40,60,50,0,0,0,0,0,1,1
48148,1009,60,40,60,50,0,0,0,0,0,1,1
39506,4004,60,40,60,50,0,0,0,0,0,1,1
50878,3128,60,40,60,50,0,0,0,0,0,1,1
47508,49156,60,40,60,50,0,0,0,0,0,1,1
33472,5903,60,40,60,50,0,0,0,0,0,1,1
38866,50800,60,40,60,50,0,0,0,0,0,1,1
43900,808,60,40,60,50,0,0,0,0,0,1,1
51302,49157,60,40,60,50,0,0,0,0,0,1,1
51592,8008,60,40,60,50,0,0,0,0,0,1,1
40034,301,60,40,60,50,0,0,0,0,0,1,1
34434,32768,60,40,60,50,0,0,0,0,0,1,1
45922,179,60,40,60,50,0,0,0,0,0,1,1
60228,50000,60,40,60,50,0,0,0,0,0,1,1
49236,4444,60,40,60,50,0,0,0,0,0,1,1
32850,720,60,40,60,50,0,0,0,0,0,1,1
54534,1717,60,40,60,50,0,0,0,0,0,1,1
48180,1009,60,40,60,50,0,0,0,0,0,1,1
39538,4004,60,40,60,50,0,0,0,0,0,1,1
50910,3128,60,40,60,50,0,0,0,0,0,1,1
47540,49156,60,40,60,50,0,0,0,0,0,1,1
33504,5903,60,40,60,50,0,0,0,0,0,1,1
38898,50800,60,40,60,50,0,0,0,0,0,1,1
43932,808,60,40,60,50,0,0,0,0,0,1,1
51334,49157,60,40,60,50,0,0,0,0,0,1,1
51624,8008,60,40,60,50,0,0,0,0,0,1,1
40066,301,60,40,60,50,0,0,0,0,0,1,1
34466,32768,60,40,60,50,0,0,0,0,0,1,1
45954,179,60,40,60,50,0,0,0,0,0,1,1
60260,50000,60,40,60,50,0,0,0,0,0,1,1
49268,4444,60,40,60,50,0,0,0,0,0,1,1
32882,720,60,40,60,50,0,0,0,0,0,1,1
50324,1688,60,40,60,50,0,0,0,0,0,1,1
50896,8290,60,40,60,50,0,0,0,0,0,1,1
60606,6646,60,40,60,50,0,0,0,0,0,1,1
44858,1721,60,40,60,50,0,0,0,0,0,1,1
37080,55600,60,40,60,50,0,0,0,0,0,1,1
56122,264,60,40,60,50,0,0,0,0,0,1,1
46946,5102,60,40,60,50,0,0,0,0,0,1,1
53606,3527,60,40,60,50,0,0,0,0,0,1,1
53206,9040,60,40,60,50,0,0,0,0,0,1,1
55546,3367,60,40,60,50,0,0,0,0,0,1,1
58832,3828,60,40,60,50,0,0,0,0,0,1,1
45838,5566,60,40,60,50,0,0,0,0,0,1,1
33186,1782,60,40,60,50,0,0,0,0,0,1,1
35102,9103,60,40,60,50,0,0,0,0,0,1,1
38450,24800,60,40,60,50,0,0,0,0,0,1,1
34004,544,60,40,60,50,0,0,0,0,0,1,1
51054,9290,60,40,60,50,0,0,0,0,0,1,1
59950,1122,60,40,60,50,0,0,0,0,0,1,1
60852,61900,60,40,60,50,0,0,0,0,0,1,1
40418,22,268,202,52,58,5,5,122,0,1,7,1
59460,21,256,352,40,60,6,7,66,0,4,8,1
59460,21,40,0,40,40,0,0,0,0,0,0,1
59460,21,40,0,40,40,0,0,0,0,0,0,1
48194,5900,268,228,52,55,7,7,55,0,1,8,1
52324,113,60,40,60,50,0,0,0,0,0,1,1
34014,53,352,280,52,63,8,8,2041,1,2,9,1
46540,111,364,252,52,61,7,8,2065,1,2,9,1
33894,2049,364,244,52,60,5,5,2076,1,2,9,1
39876,5432,234,216,52,56,4,5,46,1,1,7,1
37766,6000,332,324,52,59,1,6,31,1,2,10,1
37766,6000,332,324,52,59,1,6,31,1,2,10,1
55568,8009,304,216,52,65,9,9,40,1,1,7,1
39882,5432,488,401,52,80,3,5,23,1,2,10,1
39882,5432,488,401,52,80,3,5,23,1,2,10,1
57554,25,314,350,40,60,1,14,2552,1,3,9,1
57554,25,314,350,40,60,1,14,2552,1,3,9,1
47181,113,60,40,60,50,0,0,0,0,0,1,1
39486,512,104,40,52,48,13,13,0,0,0,2,1
512,39486,40,0,40,40,0,0,0,0,0,0,1
52558,514,104,40,52,48,8,8,0,0,0,2,1
52488,3306,312,354,40,60,7,7,2533,1,3,9,1
514,52558,40,0,40,40,0,0,0,0,0,0,1
52488,3306,40,0,40,40,0,0,0,0,0,0,1
3306,52488,52,40,52,46,0,0,0,0,0,1,1
56266,2121,324,274,52,59,6,6,3400,1,2,9,1
59384,1524,40,0,40,40,0,0,0,0,0,0,1
45154,139,488,317,52,80,7,8,27,1,2,9,1
54176,6667,256,496,40,75,7,7,2764,0,3,8,1
54176,6667,40,0,40,40,0,0,0,0,0,0,1
55582,8009,269,216,52,60,5,5,13,1,1,7,1
55584,8009,325,221,52,54,4,4,12,1,2,9,1
48366,513,168,164,52,55,8,8,20,1,1,5,1
48370,513,182,164,52,57,5,5,11,1,1,5,1
48372,513,186,164,52,58,4,4,12,1,1,5,1
48374,513,186,164,52,58,4,5,10,1,1,5,1
48376,513,208,164,52,62,6,8,17,1,1,5,1
48380,513,170,164,52,55,4,4,9,1,1,5,1
48382,513,252,164,52,69,4,4,12,1,1,5,1
48384,513,206,164,52,61,4,4,9,1,1,5,1
48386,513,274,164,52,73,4,4,9,1,1,5,1
48356,513,270,269,40,53,6,8,2515,1,2,8,1
59428,1524,434,550,40,65,0,8,839,1,5,13,1
59428,1524,40,0,40,40,0,0,0,0,0,0,1
50268,8180,40,0,40,40,0,0,0,0,0,0,1
50268,8180,40,0,40,40,0,0,0,0,0,0,1
50300,8180,342,394,52,66,1,4,12,1,2,10,1
50300,8180,342,394,52,66,1,4,12,1,2,10,1
59450,1524,40,0,40,40,0,0,0,0,0,0,1
50286,8180,40,0,40,40,0,0,0,0,0,0,1
50286,8180,40,0,40,40,0,0,0,0,0,0,1
48388,513,333,269,52,66,4,4,2505,1,2,8,1
48398,513,176,164,52,56,5,5,11,1,1,5,1
48400,513,217,164,52,63,5,5,10,1,1,5,1
48402,513,173,164,52,56,4,5,9,1,1,5,1
48404,513,215,164,52,63,4,4,10,1,1,5,1
48406,513,178,164,52,57,4,5,9,1,1,5,1
48408,513,387,164,52,91,4,5,10,1,1,5,1
48410,513,180,164,52,57,5,7,13,1,1,5,1
48412,513,175,164,52,56,7,9,16,1,1,5,1
48414,513,187,164,52,58,4,5,9,1,1,5,1
48416,513,224,164,52,64,4,4,10,1,1,5,1
48418,513,171,164,52,55,4,4,10,1,1,5,1
48420,513,339,164,52,83,4,5,9,1,1,5,1
59456,1524,352,374,40,66,6,8,1259,1,4,9,1
59456,1524,40,0,40,40,0,0,0,0,0,0,1
48426,513,216,164,52,63,4,5,10,1,1,5,1
59484,1524,340,333,40,61,5,5,1277,1,3,9,1
1524,59484,85,40,85,62,0,0,0,1,1,1,1
48422,513,346,269,40,61,1,5,2505,1,2,8,1
48422,513,346,269,40,61,1,5,2505,1,2,8,1
48432,513,212,164,52,62,4,4,10,1,1,5,1
59490,1524,322,307,40,57,1,5,1260,1,3,9,1
59490,1524,322,307,40,57,1,5,1260,1,3,9,1
59490,1524,40,0,40,40,0,0,0,0,0,0,1
59494,1524,418,491,40,60,1,4,19,1,5,13,1
59494,1524,418,491,40,60,1,4,19,1,5,13,1
59494,1524,40,0,40,40,0,0,0,0,0,0,1
40436,80,338,1354,52,153,6,16,60,1,2,10,1
40438,80,443,759,52,120,8,37,60,1,2,9,1
46666,111,364,252,52,61,8,23,79,1,2,9,1
40442,80,885,738,52,162,7,23,64,1,2,9,1
46680,111,364,252,52,61,8,17,54,1,2,9,1
40450,80,481,745,52,111,8,8,44,1,2,10,1
50362,8180,434,1416,52,185,5,23,43,1,2,9,1
40454,80,424,740,52,116,8,15,41,1,2,9,1
50366,8180,429,1401,52,183,8,8,40,1,2,9,1
48428,513,274,217,40,54,5,8,3336,1,2,7,1
513,48428,52,0,52,52,0,0,0,0,0,1,1
46690,111,416,744,52,96,5,19,53,1,3,11,1
48468,513,208,164,52,62,9,21,54,1,1,5,1
40462,80,286,1354,52,164,8,8,41,1,2,9,1
46700,111,364,252,52,61,8,16,57,1,2,9,1
46702,111,364,244,52,60,8,16,56,1,2,9,1
46704,111,364,244,52,60,8,15,62,1,2,9,1
46706,111,364,244,52,60,7,17,61,1,2,9,1
40476,80,359,1283,52,164,6,22,56,1,2,9,1
50388,8180,785,164,52,118,5,5,497,1,1,7,1
50374,8180,40,0,40,40,0,0,0,0,0,0,1
59418,1524,40,0,40,40,0,0,0,0,0,0,1
59418,1524,40,0,40,40,0,0,0,0,0,0,1
36800,143,60,40,60,50,0,0,0,0,0,1,1
36304,995,60,40,60,50,0,0,0,0,0,1,1
51994,8080,60,40,60,50,0,0,0,0,0,1,1
41060,113,60,40,60,50,0,0,0,0,0,1,1
35366,199,60,40,60,50,0,0,0,0,0,1,1
40480,80,164,60,52,56,7,7,0,0,0,3,1
40604,22,164,60,52,56,7,7,0,0,0,3,1
57490,443,60,40,60,50,0,0,0,0,0,1,1
58696,445,164,60,52,56,11,11,0,0,0,3,1
40046,554,60,40,60,50,0,0,0,0,0,1,1
